tags,split,n_sample,feature,ngram,pelle,f1_mean_test_score,n_estimators,max_features,max_depth,min_samples_split,min_samples_leaf,bootstrap,class_weight,created
"[BOW][NG(1, 3)][PELLE]",1,133,BOW,"(1, 3)",1,0.52,1200,auto,110,2,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,134,BOW,"(1, 3)",1,0.54,1200,sqrt,10,5,4,True,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,135,BOW,"(1, 3)",1,0.54,1800,auto,50,10,2,False,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,136,BOW,"(1, 3)",1,0.55,600,auto,70,5,2,True,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,137,BOW,"(1, 3)",1,0.52,1400,auto,50,5,1,True,{1: 2},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,138,BOW,"(1, 3)",1,0.54,1800,auto,,2,1,False,balanced,2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,139,BOW,"(1, 3)",1,0.55,200,auto,100,5,1,True,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,140,BOW,"(1, 3)",1,0.5,800,sqrt,50,2,1,False,balanced,2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,141,BOW,"(1, 3)",1,0.54,1000,auto,50,2,4,False,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,142,BOW,"(1, 3)",1,0.55,600,sqrt,10,5,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,143,BOW,"(1, 3)",1,0.54,2000,auto,10,2,1,False,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,144,BOW,"(1, 3)",1,0.49,600,sqrt,30,10,2,True,balanced,2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,145,BOW,"(1, 3)",1,0.54,200,auto,30,5,4,True,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,146,BOW,"(1, 3)",1,0.54,1200,auto,110,10,4,True,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,147,BOW,"(1, 3)",1,0.54,1400,auto,100,2,4,False,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,148,BOW,"(1, 3)",1,0.55,600,sqrt,100,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,149,BOW,"(1, 3)",1,0.54,600,sqrt,80,10,4,False,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,150,BOW,"(1, 3)",1,0.41,1400,auto,20,10,1,True,balanced,2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,151,BOW,"(1, 3)",1,0.53,1800,sqrt,,2,1,False,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,152,BOW,"(1, 3)",1,0.55,400,auto,50,5,2,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,153,BOW,"(1, 3)",1,0.54,1200,sqrt,20,5,4,False,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,154,BOW,"(1, 3)",1,0.55,2000,auto,110,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,155,BOW,"(1, 3)",1,0.56,1800,auto,40,5,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,156,BOW,"(1, 3)",1,0.54,600,sqrt,30,2,2,False,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,157,BOW,"(1, 3)",1,0.17,1000,sqrt,50,2,1,False,{1: 1},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,158,BOW,"(1, 3)",1,0.44,1600,sqrt,,10,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,159,BOW,"(1, 3)",1,0.5,1000,sqrt,110,2,1,False,{1: 2},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,160,BOW,"(1, 3)",1,0.54,600,auto,10,2,2,False,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,161,BOW,"(1, 3)",1,0.54,1200,sqrt,10,10,1,True,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,162,BOW,"(1, 3)",1,0.54,200,auto,,10,4,False,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,163,BOW,"(1, 3)",1,0.55,800,sqrt,90,10,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,164,BOW,"(1, 3)",1,0.54,800,auto,50,10,4,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,165,BOW,"(1, 3)",1,0.56,400,sqrt,50,10,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,166,BOW,"(1, 3)",1,0.5,200,auto,110,2,4,False,balanced,2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,167,BOW,"(1, 3)",1,0.55,1000,auto,70,5,1,True,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,168,BOW,"(1, 3)",1,0.54,1000,auto,,5,4,True,{1: 2},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,169,BOW,"(1, 3)",1,0.55,1400,auto,100,10,2,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,170,BOW,"(1, 3)",1,0.5,1800,auto,100,10,2,True,balanced,2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,171,BOW,"(1, 3)",1,0.54,1400,auto,20,2,1,False,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,172,BOW,"(1, 3)",1,0.55,200,sqrt,90,10,2,False,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,173,BOW,"(1, 3)",1,0.49,2000,sqrt,60,2,4,True,balanced,2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,174,BOW,"(1, 3)",1,0.55,600,auto,90,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,175,BOW,"(1, 3)",1,0.01,1800,sqrt,60,10,4,False,{1: 1},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,176,BOW,"(1, 3)",1,0.55,1000,auto,80,5,1,True,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,177,BOW,"(1, 3)",1,0.54,400,sqrt,10,5,1,False,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,178,BOW,"(1, 3)",1,0.54,2000,sqrt,40,2,4,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,179,BOW,"(1, 3)",1,0.54,1600,auto,10,5,1,True,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,180,BOW,"(1, 3)",1,0.54,400,sqrt,10,2,2,True,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,181,BOW,"(1, 3)",1,0.54,2000,auto,70,2,4,True,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,182,BOW,"(1, 3)",1,0.24,600,sqrt,70,10,1,False,{1: 1},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,183,BOW,"(1, 3)",1,0.54,600,sqrt,30,2,1,True,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,184,BOW,"(1, 3)",1,0.0,800,sqrt,30,10,4,True,{1: 1},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,185,BOW,"(1, 3)",1,0.5,400,auto,60,5,4,False,balanced,2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,186,BOW,"(1, 3)",1,0.17,1600,auto,90,10,1,True,{1: 1},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,187,BOW,"(1, 3)",1,0.14,1600,sqrt,60,5,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,188,BOW,"(1, 3)",1,0.55,800,sqrt,90,2,1,True,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,189,BOW,"(1, 3)",1,0.54,1000,auto,20,10,2,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,190,BOW,"(1, 3)",1,0.56,1600,auto,50,5,2,False,{1: 2},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,191,BOW,"(1, 3)",1,0.54,200,sqrt,90,2,4,True,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,192,BOW,"(1, 3)",1,0.07,1600,auto,40,5,2,False,{1: 1},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,193,BOW,"(1, 3)",1,0.54,1400,auto,30,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,194,BOW,"(1, 3)",1,0.54,1000,sqrt,40,2,4,True,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,195,BOW,"(1, 3)",1,0.54,1400,auto,10,5,1,False,{1: 8},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,196,BOW,"(1, 3)",1,0.49,1400,auto,80,5,2,True,balanced,2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,197,BOW,"(1, 3)",1,0.54,1400,sqrt,20,10,1,True,{1: 4},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,198,BOW,"(1, 3)",1,0.55,1800,sqrt,40,5,1,False,{1: 6},2021-04-20
"[BOW][NG(1, 3)][PELLE]",1,199,BOW,"(1, 3)",1,0.54,1000,sqrt,50,10,1,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,0,TFIDF,"(1, 3)",1,0.54,1000,auto,,5,4,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,1,TFIDF,"(1, 3)",1,0.07,1200,sqrt,40,5,2,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,2,TFIDF,"(1, 3)",1,0.5,200,sqrt,50,10,2,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,3,TFIDF,"(1, 3)",1,0.55,200,sqrt,60,10,4,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,4,TFIDF,"(1, 3)",1,0.54,1200,sqrt,,2,4,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,5,TFIDF,"(1, 3)",1,0.54,1000,auto,70,10,4,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,6,TFIDF,"(1, 3)",1,0.54,1000,sqrt,30,2,2,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,7,TFIDF,"(1, 3)",1,0.54,1800,sqrt,30,2,4,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,8,TFIDF,"(1, 3)",1,0.52,1200,sqrt,110,10,2,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,9,TFIDF,"(1, 3)",1,0.32,200,sqrt,100,10,1,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,10,TFIDF,"(1, 3)",1,0.55,1400,sqrt,10,5,1,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,11,TFIDF,"(1, 3)",1,0.54,600,auto,30,2,1,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,12,TFIDF,"(1, 3)",1,0.5,800,auto,90,10,1,False,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,13,TFIDF,"(1, 3)",1,0.54,800,auto,40,10,1,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,14,TFIDF,"(1, 3)",1,0.2,800,auto,60,2,1,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,15,TFIDF,"(1, 3)",1,0.55,600,auto,110,5,2,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,16,TFIDF,"(1, 3)",1,0.49,1200,auto,100,2,4,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,17,TFIDF,"(1, 3)",1,0.48,2000,auto,50,5,2,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,18,TFIDF,"(1, 3)",1,0.55,800,sqrt,100,10,1,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,19,TFIDF,"(1, 3)",1,0.0,800,sqrt,20,2,1,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,20,TFIDF,"(1, 3)",1,0.48,400,sqrt,60,2,1,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,21,TFIDF,"(1, 3)",1,0.53,400,auto,50,5,1,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,22,TFIDF,"(1, 3)",1,0.52,200,sqrt,,2,2,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,23,TFIDF,"(1, 3)",1,0.55,1800,sqrt,20,5,1,False,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,24,TFIDF,"(1, 3)",1,0.55,2000,auto,90,10,2,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,25,TFIDF,"(1, 3)",1,0.54,2000,sqrt,20,10,2,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,26,TFIDF,"(1, 3)",1,0.51,1400,sqrt,,2,1,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,27,TFIDF,"(1, 3)",1,0.54,1400,auto,10,10,1,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,28,TFIDF,"(1, 3)",1,0.55,1800,sqrt,110,2,1,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,29,TFIDF,"(1, 3)",1,0.52,600,auto,100,5,2,False,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,30,TFIDF,"(1, 3)",1,0.54,800,sqrt,30,10,1,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,31,TFIDF,"(1, 3)",1,0.56,400,auto,70,5,4,False,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,32,TFIDF,"(1, 3)",1,0.04,1600,auto,40,5,2,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,33,TFIDF,"(1, 3)",1,0.54,400,sqrt,100,10,4,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,34,TFIDF,"(1, 3)",1,0.4,2000,auto,20,2,1,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,35,TFIDF,"(1, 3)",1,0.52,1800,auto,110,2,2,False,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,36,TFIDF,"(1, 3)",1,0.09,1200,sqrt,50,2,2,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,37,TFIDF,"(1, 3)",1,0.54,600,sqrt,90,5,4,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,38,TFIDF,"(1, 3)",1,0.38,2000,sqrt,110,2,1,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,39,TFIDF,"(1, 3)",1,0.54,1800,sqrt,20,10,4,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,40,TFIDF,"(1, 3)",1,0.38,1600,auto,80,2,1,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,41,TFIDF,"(1, 3)",1,0.56,600,sqrt,40,2,1,False,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,42,TFIDF,"(1, 3)",1,0.54,1000,auto,40,10,2,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,43,TFIDF,"(1, 3)",1,0.16,1400,sqrt,80,5,2,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,44,TFIDF,"(1, 3)",1,0.2,200,sqrt,100,10,1,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,45,TFIDF,"(1, 3)",1,0.54,1800,auto,20,5,1,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,46,TFIDF,"(1, 3)",1,0.5,600,sqrt,90,5,1,False,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,47,TFIDF,"(1, 3)",1,0.54,1600,sqrt,10,10,4,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,48,TFIDF,"(1, 3)",1,0.54,1600,auto,,2,1,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,49,TFIDF,"(1, 3)",1,0.54,600,sqrt,10,2,4,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,50,TFIDF,"(1, 3)",1,0.55,1200,sqrt,110,10,1,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,51,TFIDF,"(1, 3)",1,0.54,800,sqrt,90,10,4,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,52,TFIDF,"(1, 3)",1,0.54,800,sqrt,110,2,4,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,53,TFIDF,"(1, 3)",1,0.54,800,sqrt,90,2,4,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,54,TFIDF,"(1, 3)",1,0.54,1400,auto,20,2,2,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,55,TFIDF,"(1, 3)",1,0.54,1600,sqrt,10,5,2,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,56,TFIDF,"(1, 3)",1,0.02,600,sqrt,30,2,1,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,57,TFIDF,"(1, 3)",1,0.55,1200,auto,110,10,1,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,58,TFIDF,"(1, 3)",1,0.55,2000,sqrt,60,10,1,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,59,TFIDF,"(1, 3)",1,0.54,200,sqrt,20,2,1,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,60,TFIDF,"(1, 3)",1,0.54,800,auto,110,10,4,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,61,TFIDF,"(1, 3)",1,0.07,1600,sqrt,40,2,2,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,62,TFIDF,"(1, 3)",1,0.44,2000,auto,,10,2,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,63,TFIDF,"(1, 3)",1,0.54,1400,sqrt,80,10,2,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,64,TFIDF,"(1, 3)",1,0.55,1400,sqrt,100,2,2,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,65,TFIDF,"(1, 3)",1,0.5,400,sqrt,90,10,2,False,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,66,TFIDF,"(1, 3)",1,0.11,600,sqrt,60,2,1,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,67,TFIDF,"(1, 3)",1,0.5,1200,sqrt,90,10,2,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,68,TFIDF,"(1, 3)",1,0.0,800,sqrt,100,5,4,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,69,TFIDF,"(1, 3)",1,0.54,2000,sqrt,10,10,4,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,70,TFIDF,"(1, 3)",1,0.54,1600,auto,10,5,1,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,71,TFIDF,"(1, 3)",1,0.49,400,sqrt,60,2,2,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,72,TFIDF,"(1, 3)",1,0.54,800,sqrt,50,5,2,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,73,TFIDF,"(1, 3)",1,0.54,1200,auto,10,2,1,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,74,TFIDF,"(1, 3)",1,0.5,1600,sqrt,30,2,1,False,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,75,TFIDF,"(1, 3)",1,0.54,1600,auto,50,2,4,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,76,TFIDF,"(1, 3)",1,0.54,2000,auto,90,2,4,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,77,TFIDF,"(1, 3)",1,0.54,600,sqrt,60,2,4,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,78,TFIDF,"(1, 3)",1,0.47,200,auto,10,2,2,False,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,79,TFIDF,"(1, 3)",1,0.54,800,auto,30,2,2,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,80,TFIDF,"(1, 3)",1,0.46,1200,sqrt,80,2,1,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,81,TFIDF,"(1, 3)",1,0.49,400,sqrt,10,5,4,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,82,TFIDF,"(1, 3)",1,0.0,1600,sqrt,,2,4,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,83,TFIDF,"(1, 3)",1,0.4,1200,sqrt,60,2,1,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,84,TFIDF,"(1, 3)",1,0.54,1000,auto,50,5,1,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,85,TFIDF,"(1, 3)",1,0.54,2000,auto,70,2,4,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,86,TFIDF,"(1, 3)",1,0.54,400,sqrt,,10,1,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,87,TFIDF,"(1, 3)",1,0.41,1400,sqrt,60,10,1,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,88,TFIDF,"(1, 3)",1,0.54,800,sqrt,30,5,2,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,89,TFIDF,"(1, 3)",1,0.55,800,sqrt,70,10,2,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,90,TFIDF,"(1, 3)",1,0.54,1400,sqrt,30,2,4,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,91,TFIDF,"(1, 3)",1,0.55,1600,auto,100,10,1,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,92,TFIDF,"(1, 3)",1,0.54,200,auto,40,2,1,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,93,TFIDF,"(1, 3)",1,0.54,2000,auto,,2,4,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,94,TFIDF,"(1, 3)",1,0.02,600,sqrt,,5,4,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,95,TFIDF,"(1, 3)",1,0.54,1800,auto,40,10,4,True,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,96,TFIDF,"(1, 3)",1,0.55,400,auto,110,2,2,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,97,TFIDF,"(1, 3)",1,0.54,1200,sqrt,80,2,2,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,98,TFIDF,"(1, 3)",1,0.55,800,auto,110,2,1,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,99,TFIDF,"(1, 3)",1,0.52,400,auto,,2,2,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,100,TFIDF,"(1, 3)",1,0.56,400,sqrt,,10,1,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,101,TFIDF,"(1, 3)",1,0.55,1800,auto,80,5,2,False,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,102,TFIDF,"(1, 3)",1,0.55,1800,auto,50,2,1,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,103,TFIDF,"(1, 3)",1,0.54,1400,auto,60,10,2,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,104,TFIDF,"(1, 3)",1,0.56,1400,auto,70,10,4,False,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,105,TFIDF,"(1, 3)",1,0.02,1800,auto,80,2,4,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,106,TFIDF,"(1, 3)",1,0.23,1400,auto,70,5,1,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,107,TFIDF,"(1, 3)",1,0.54,1400,auto,90,10,4,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,108,TFIDF,"(1, 3)",1,0.01,1800,auto,30,5,2,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,109,TFIDF,"(1, 3)",1,0.54,1600,auto,20,2,4,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,110,TFIDF,"(1, 3)",1,0.5,1600,auto,,5,2,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,111,TFIDF,"(1, 3)",1,0.0,1200,sqrt,30,10,4,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,112,TFIDF,"(1, 3)",1,0.0,600,sqrt,20,2,2,False,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,113,TFIDF,"(1, 3)",1,0.54,1800,auto,60,2,2,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,114,TFIDF,"(1, 3)",1,0.54,600,auto,30,5,2,False,{1: 6},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,115,TFIDF,"(1, 3)",1,0.54,1400,auto,20,5,4,True,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,116,TFIDF,"(1, 3)",1,0.48,400,auto,30,2,2,True,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,117,TFIDF,"(1, 3)",1,0.5,1400,sqrt,60,2,2,False,balanced,2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,118,TFIDF,"(1, 3)",1,0.54,1400,auto,110,2,4,True,{1: 8},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,119,TFIDF,"(1, 3)",1,0.52,600,sqrt,90,5,2,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,120,TFIDF,"(1, 3)",1,0.17,400,sqrt,80,10,2,True,{1: 1},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,121,TFIDF,"(1, 3)",1,0.54,1000,auto,110,2,4,True,{1: 2},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,122,TFIDF,"(1, 3)",1,0.54,800,auto,10,5,2,False,{1: 4},2021-04-20
"[TFIDF][NG(1, 3)][PELLE]",1,123,TFIDF,"(1, 3)",1,0.54,600,sqrt,60,5,4,False,{1: 6},2021-04-20
